lender,month_start,product_type,isautoleadcreated,major_index,original_major_stage,sub_stage,Leads,Stuck%
KSF,2.LMTD,Fresh,Flow1(Auto),12,Mandate done,,3309,
KSF,2.LMTD,Fresh,Flow2(Manual),12,Mandate done,,3142,
MFL,2.LMTD,Fresh,Flow1(Auto),12,Mandate done,,1528,
MFL,2.LMTD,Fresh,Flow2(Manual),12,Mandate done,,960,
NACL,2.LMTD,Fresh,Flow1(Auto),12,Mandate done,,935,
NACL,2.LMTD,Fresh,Flow2(Manual),12,Mandate done,,577,
PIRAMAL,2.LMTD,Fresh,Flow1(Auto),12,Mandate done,,2204,
PIRAMAL,2.LMTD,Fresh,Flow2(Manual),12,Mandate done,,1752,
PYFL,2.LMTD,Fresh,Flow1(Auto),12,Mandate done,,1715,
PYFL,2.LMTD,Fresh,Flow2(Manual),12,Mandate done,,1533,
SHRIRAM,2.LMTD,Fresh,Flow1(Auto),12,Mandate done,,2822,
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),12,Mandate done,,1406,
FULLERTON,2.LMTD,Fresh,Flow1(Auto),13,Application submitted by user,,6042,
FULLERTON,2.LMTD,Fresh,Flow2(Manual),13,Application submitted by user,,5469,
KSF,2.LMTD,Fresh,Flow1(Auto),13,Application submitted by user,,3289,
KSF,2.LMTD,Fresh,Flow2(Manual),13,Application submitted by user,,3119,
MFL,2.LMTD,Fresh,Flow1(Auto),13,Application submitted by user,,1448,
MFL,2.LMTD,Fresh,Flow2(Manual),13,Application submitted by user,,911,
NACL,2.LMTD,Fresh,Flow1(Auto),13,Application submitted by user,,922,
NACL,2.LMTD,Fresh,Flow2(Manual),13,Application submitted by user,,567,
PIRAMAL,2.LMTD,Fresh,Flow1(Auto),13,Application submitted by user,,2201,
PIRAMAL,2.LMTD,Fresh,Flow2(Manual),13,Application submitted by user,,1749,
PYFL,2.LMTD,Fresh,Flow1(Auto),13,Application submitted by user,,1981,
PYFL,2.LMTD,Fresh,Flow2(Manual),13,Application submitted by user,,1800,
SHRIRAM,2.LMTD,Fresh,Flow1(Auto),13,Application submitted by user,,2821,
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),13,Application submitted by user,,1405,
FULLERTON,2.LMTD,Fresh,Flow1(Auto),14,Submit to LMS,,4670,
FULLERTON,2.LMTD,Fresh,Flow2(Manual),14,Submit to LMS,,4835,
KSF,2.LMTD,Fresh,Flow1(Auto),14,Submit to LMS,,2903,
KSF,2.LMTD,Fresh,Flow2(Manual),14,Submit to LMS,,2839,
MFL,2.LMTD,Fresh,Flow1(Auto),14,Submit to LMS,,1287,
MFL,2.LMTD,Fresh,Flow2(Manual),14,Submit to LMS,,851,
NACL,2.LMTD,Fresh,Flow1(Auto),14,Submit to LMS,,628,
NACL,2.LMTD,Fresh,Flow2(Manual),14,Submit to LMS,,430,
PIRAMAL,2.LMTD,Fresh,Flow1(Auto),14,Submit to LMS,,1914,
PIRAMAL,2.LMTD,Fresh,Flow2(Manual),14,Submit to LMS,,1622,
PYFL,2.LMTD,Fresh,Flow1(Auto),14,Submit to LMS,,1335,
PYFL,2.LMTD,Fresh,Flow2(Manual),14,Submit to LMS,,1274,
SHRIRAM,2.LMTD,Fresh,Flow1(Auto),14,Submit to LMS,,2419,
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),14,Submit to LMS,,1257,
FULLERTON,2.LMTD,Fresh,Flow1(Auto),15,Disbursed,,4483,
FULLERTON,2.LMTD,Fresh,Flow2(Manual),15,Disbursed,,4676,
KSF,2.LMTD,Fresh,Flow1(Auto),15,Disbursed,,2748,
KSF,2.LMTD,Fresh,Flow2(Manual),15,Disbursed,,2739,
MFL,2.LMTD,Fresh,Flow1(Auto),15,Disbursed,,1075,
MFL,2.LMTD,Fresh,Flow2(Manual),15,Disbursed,,710,
NACL,2.LMTD,Fresh,Flow1(Auto),15,Disbursed,,615,
NACL,2.LMTD,Fresh,Flow2(Manual),15,Disbursed,,417,
PIRAMAL,2.LMTD,Fresh,Flow1(Auto),15,Disbursed,,1834,
PIRAMAL,2.LMTD,Fresh,Flow2(Manual),15,Disbursed,,1573,
PYFL,2.LMTD,Fresh,Flow1(Auto),15,Disbursed,,1285,
PYFL,2.LMTD,Fresh,Flow2(Manual),15,Disbursed,,1228,
SHRIRAM,2.LMTD,Fresh,Flow1(Auto),15,Disbursed,,2203,
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),15,Disbursed,,1171,
KSF,1.MTD,Fresh,Flow1(Auto),1,Total leads,CHECK_LRE_RANKING,10,
KSF,1.MTD,Fresh,Flow2(Manual),1,Total leads,CHECK_LRE_RANKING,5,
PYFL,1.MTD,Fresh,Flow1(Auto),1,Total leads,CHECK_LRE_RANKING,1,
NACL,1.MTD,Fresh,Flow2(Manual),1,Total leads,LEAD_CLOSURE_INITIATED,1,
FULLERTON,1.MTD,Fresh,Flow1(Auto),1,Total leads,LEAD_FAILURE,6041,
FULLERTON,1.MTD,Fresh,Flow2(Manual),1,Total leads,LEAD_FAILURE,3103,
MFL,1.MTD,Fresh,Flow1(Auto),1,Total leads,LEAD_FAILURE,433,
MFL,1.MTD,Fresh,Flow2(Manual),1,Total leads,LEAD_FAILURE,181,
NACL,1.MTD,Fresh,Flow1(Auto),1,Total leads,LEAD_FAILURE,836,
NACL,1.MTD,Fresh,Flow2(Manual),1,Total leads,LEAD_FAILURE,382,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),1,Total leads,LEAD_FAILURE,3949,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),1,Total leads,LEAD_FAILURE,1826,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),1,Total leads,LEAD_FAILURE,2213,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),1,Total leads,LEAD_FAILURE,984,
KSF,1.MTD,Fresh,Flow1(Auto),1,Total leads,LEAD_RESET,2869,
KSF,1.MTD,Fresh,Flow2(Manual),1,Total leads,LEAD_RESET,1484,
PYFL,1.MTD,Fresh,Flow1(Auto),1,Total leads,LEAD_RESET,1525,
PYFL,1.MTD,Fresh,Flow2(Manual),1,Total leads,LEAD_RESET,760,
NACL,1.MTD,Fresh,Flow2(Manual),1,Total leads,LEAD_RESET_IN_PROCESS,1,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),1,Total leads,LEAD_RESET_IN_PROCESS,1,
MFL,1.MTD,Fresh,Flow1(Auto),1,Total leads,LOM_OFFER_RANKING_REQUEST_FAILURE,1,
KSF,1.MTD,Fresh,Flow1(Auto),1,Total leads,LRE_PARENT,189,
KSF,1.MTD,Fresh,Flow2(Manual),1,Total leads,LRE_PARENT,100,
PYFL,1.MTD,Fresh,Flow1(Auto),1,Total leads,LRE_PARENT,92,
PYFL,1.MTD,Fresh,Flow2(Manual),1,Total leads,LRE_PARENT,58,
FULLERTON,1.MTD,Fresh,Flow1(Auto),2,Workable leads,PAN_DEDUPE_FAILED,3,
MFL,1.MTD,Fresh,Flow1(Auto),2,Workable leads,PAN_DEDUPE_FAILED,1,
NACL,1.MTD,Fresh,Flow1(Auto),2,Workable leads,PAN_DEDUPE_FAILED,1,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),2,Workable leads,PAN_DEDUPE_FAILED,1,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),2,Workable leads,PAN_DEDUPE_FAILED,1,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),4,BRE1 completed,KYC_SELFIE_REQUIRED,1,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),4,BRE1 completed,LENDER_CREATE_APPLICATION_REJECTED,91,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),4,BRE1 completed,LENDER_CREATE_APPLICATION_REJECTED,22,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),4,BRE1 completed,LIS_CREATE_APPLICATION_REQUEST_FAILURE,12,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),4,BRE1 completed,LIS_CREATE_APPLICATION_REQUEST_FAILURE,1,
KSF,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,AWAIT_SELFIE,1476,
KSF,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,AWAIT_SELFIE,699,
PYFL,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,AWAIT_SELFIE,867,
PYFL,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,AWAIT_SELFIE,378,
KSF,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,BANK_NAME_MATCH,18,
KSF,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,BANK_NAME_MATCH,3,
KSF,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,BANK_NAME_MATCH_FAILED,52,
KSF,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,BANK_NAME_MATCH_FAILED,29,
FULLERTON,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,EMAIL_VERIFICATION_REQUIRED_V2,5,
KSF,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,FETCH_SETTLEMENT_ACCOUNT,1,
KSF,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,FETCH_SETTLEMENT_ACCOUNT,5,
FULLERTON,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,KYC_IN_PROGRESS,3778,
FULLERTON,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,KYC_IN_PROGRESS,1796,
MFL,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,KYC_SELFIE_REQUIRED,187,
MFL,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,KYC_SELFIE_REQUIRED,78,
NACL,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,KYC_SELFIE_REQUIRED,454,
NACL,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,KYC_SELFIE_REQUIRED,168,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,KYC_SELFIE_REQUIRED,869,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,KYC_SELFIE_REQUIRED,366,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,KYC_SELFIE_REQUIRED,625,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,KYC_SELFIE_REQUIRED,240,
NACL,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,LENDER_CREATE_APPLICATION_FAILURE,5,
NACL,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,LENDER_CREATE_APPLICATION_FAILURE,4,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,LENDER_CREATE_APPLICATION_SUCCESS,411,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,LENDER_CREATE_APPLICATION_SUCCESS,241,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,LIS_CREATE_APPLICATION_SUCCESS,456,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,LIS_CREATE_APPLICATION_SUCCESS,232,
KSF,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,ML_CHILD_LEAD_CREATED,4,
KSF,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,ML_CHILD_LEAD_CREATED,3,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,ML_CHILD_LEAD_CREATED,4,
KSF,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,PENNY_DROP_FAILED,2,
KSF,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,PENNY_DROP_FAILED,1,
PYFL,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,PIN_CODE_NOT_SERVICIBLE,2,
PYFL,1.MTD,Fresh,Flow2(Manual),6,Child_Lead_Created,PIN_CODE_NOT_SERVICIBLE,2,
KSF,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,SELFIE_UPLOADING,2,
KSF,1.MTD,Fresh,Flow1(Auto),6,Child_Lead_Created,SOLE_PROP_CHECK_FAILED,1,
KSF,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,AWAIT_LENDER_APP_CREATE,5,
KSF,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,AWAIT_LENDER_APP_CREATE,3,
PYFL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,AWAIT_LENDER_APP_CREATE,12,
PYFL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,AWAIT_LENDER_APP_CREATE,8,
PYFL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,AWAIT_LENDER_APP_DROP,4,
PYFL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,AWAIT_LENDER_APP_DROP,1,
MFL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,DEDUPE_FAILURE,3,
MFL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,DEDUPE_FAILURE,1,
MFL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,INITIATE_KYC,28,
MFL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,INITIATE_KYC,13,
NACL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,INITIATE_KYC,35,
NACL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,INITIATE_KYC,15,
KSF,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,INITIATE_MULTIMODE_KYC,1214,
KSF,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,INITIATE_MULTIMODE_KYC,823,
PYFL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,INITIATE_MULTIMODE_KYC,339,
PYFL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,INITIATE_MULTIMODE_KYC,237,
FULLERTON,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_FAILED,792,
FULLERTON,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_FAILED,548,
MFL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_FAILED,177,
MFL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_FAILED,110,
NACL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_FAILED,162,
NACL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_FAILED,97,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_FAILED,8,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_FAILED,1,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_FAILED,116,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_FAILED,43,
KSF,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_FAILED_DIGILOCKER,1,
FULLERTON,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_INITIATED,1,
NACL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_INITIATED,1,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_INITIATED,4,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_INITIATED,3,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_INITIATED,9,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_INITIATED,4,
KSF,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_INITIATED_DIGILOCKER,3,
KSF,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_INITIATED_DIGILOCKER,2,
PYFL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_INITIATED_DIGILOCKER,8,
PYFL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_INITIATED_DIGILOCKER,4,
PYFL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_INITIATED_OFFLINE_AADHAAR,2,
PYFL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_INITIATED_SEARCH_BY_PAN,3,
KSF,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_REJECTED,65,
KSF,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_REJECTED,33,
PYFL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_REJECTED,6,
PYFL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_REJECTED,2,
FULLERTON,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_SELFIE_REUPLOAD_REQUIRED,96,
FULLERTON,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_SELFIE_REUPLOAD_REQUIRED,78,
MFL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_SELFIE_REUPLOAD_REQUIRED,11,
MFL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_SELFIE_REUPLOAD_REQUIRED,4,
NACL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_SELFIE_REUPLOAD_REQUIRED,5,
NACL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_SELFIE_REUPLOAD_REQUIRED,4,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_SELFIE_REUPLOAD_REQUIRED,15,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_SELFIE_REUPLOAD_REQUIRED,11,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_SELFIE_REUPLOAD_REQUIRED,7,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_SELFIE_REUPLOAD_REQUIRED,7,
FULLERTON,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_SELFIE_UPLOADED,251,
FULLERTON,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_SELFIE_UPLOADED,154,
MFL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_SELFIE_UPLOADED,6,
MFL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_SELFIE_UPLOADED,1,
NACL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,KYC_SELFIE_UPLOADED,27,
NACL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,KYC_SELFIE_UPLOADED,15,
PYFL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,LENDER_APP_CREATE_FAILED,4,
PYFL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,LENDER_APP_CREATE_FAILED,1,
KSF,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,LENDER_APP_CREATE_SUCCESS,1,
KSF,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,LENDER_APP_CREATE_SUCCESS,2,
PYFL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,LENDER_APP_CREATE_SUCCESS,2,
KSF,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,LENDER_PAN_DEDUP_FAILED,15,
KSF,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,LENDER_PAN_DEDUP_FAILED,1,
KSF,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,SELFIE_RE_UPLOAD,17,
KSF,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,SELFIE_RE_UPLOAD,16,
PYFL,1.MTD,Fresh,Flow1(Auto),7,Selfie uploaded,SELFIE_RE_UPLOAD,15,
PYFL,1.MTD,Fresh,Flow2(Manual),7,Selfie uploaded,SELFIE_RE_UPLOAD,12,
FULLERTON,1.MTD,Fresh,Flow1(Auto),8,KYC completed,BRE2_FAILURE,219,
FULLERTON,1.MTD,Fresh,Flow2(Manual),8,KYC completed,BRE2_FAILURE,61,
MFL,1.MTD,Fresh,Flow1(Auto),8,KYC completed,BRE2_FAILURE,255,
MFL,1.MTD,Fresh,Flow2(Manual),8,KYC completed,BRE2_FAILURE,87,
NACL,1.MTD,Fresh,Flow1(Auto),8,KYC completed,BRE2_FAILURE,92,
NACL,1.MTD,Fresh,Flow2(Manual),8,KYC completed,BRE2_FAILURE,32,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),8,KYC completed,BRE2_FAILURE,13,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),8,KYC completed,BRE2_FAILURE,8,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),8,KYC completed,BRE2_FAILURE,149,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),8,KYC completed,BRE2_FAILURE,29,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),8,KYC completed,BRE2_LOAN_OFFER_UPDATED,44,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),8,KYC completed,BRE2_LOAN_OFFER_UPDATED,14,
FULLERTON,1.MTD,Fresh,Flow1(Auto),8,KYC completed,BRE2_REQUESTED,1,
FULLERTON,1.MTD,Fresh,Flow2(Manual),8,KYC completed,BRE2_REQUESTED,2,
PYFL,1.MTD,Fresh,Flow1(Auto),8,KYC completed,FETCH_LENDER_OFFER,5,
PYFL,1.MTD,Fresh,Flow2(Manual),8,KYC completed,FETCH_LENDER_OFFER,5,
KSF,1.MTD,Fresh,Flow1(Auto),8,KYC completed,KYC_PINCODE_NOT_SERVICEABLE,104,
KSF,1.MTD,Fresh,Flow2(Manual),8,KYC completed,KYC_PINCODE_NOT_SERVICEABLE,39,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),8,KYC completed,LAS_KYC_AUDIT_FAILURE,1,
PYFL,1.MTD,Fresh,Flow1(Auto),8,KYC completed,LENDER_BRE_INIT,1,
PYFL,1.MTD,Fresh,Flow2(Manual),8,KYC completed,LENDER_BRE_INIT,1,
KSF,1.MTD,Fresh,Flow1(Auto),8,KYC completed,LENDER_BRE_INITIATED,10,
KSF,1.MTD,Fresh,Flow2(Manual),8,KYC completed,LENDER_BRE_INITIATED,3,
KSF,1.MTD,Fresh,Flow1(Auto),8,KYC completed,LENDER_BRE_REJECTED,406,
KSF,1.MTD,Fresh,Flow2(Manual),8,KYC completed,LENDER_BRE_REJECTED,219,
PYFL,1.MTD,Fresh,Flow1(Auto),8,KYC completed,LENDER_BRE_REJECTED,64,
PYFL,1.MTD,Fresh,Flow2(Manual),8,KYC completed,LENDER_BRE_REJECTED,22,
PYFL,1.MTD,Fresh,Flow1(Auto),8,KYC completed,LENDER_BRE_RETRY,6,
PYFL,1.MTD,Fresh,Flow2(Manual),8,KYC completed,LENDER_BRE_RETRY,9,
KSF,1.MTD,Fresh,Flow1(Auto),8,KYC completed,LENDER_GMV_UPLOAD_INIT,7,
KSF,1.MTD,Fresh,Flow2(Manual),8,KYC completed,LENDER_GMV_UPLOAD_INIT,4,
KSF,1.MTD,Fresh,Flow1(Auto),8,KYC completed,SERVICEABILITY_CHECK,5,
KSF,1.MTD,Fresh,Flow2(Manual),8,KYC completed,SERVICEABILITY_CHECK,1,
FULLERTON,1.MTD,Fresh,Flow1(Auto),8,KYC completed,SERVICEABILITY_REJECTED,53,
FULLERTON,1.MTD,Fresh,Flow2(Manual),8,KYC completed,SERVICEABILITY_REJECTED,24,
PYFL,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,ADD_BANK,27,
PYFL,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,ADD_BANK,21,
FULLERTON,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,BANK_VALIDATION_FAILURE2,7,
FULLERTON,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,BANK_VALIDATION_FAILURE2,13,
NACL,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,BANK_VALIDATION_FAILURE2,3,
NACL,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,BANK_VALIDATION_FAILURE2,2,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,BANK_VALIDATION_FAILURE2,4,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,BANK_VALIDATION_FAILURE2,1,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,BANK_VALIDATION_FAILURE2,51,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,BANK_VALIDATION_FAILURE2,9,
FULLERTON,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,BANK_VALIDATION_PENDING,80,
FULLERTON,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,BANK_VALIDATION_PENDING,107,
MFL,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,BANK_VALIDATION_PENDING,3,
MFL,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,BANK_VALIDATION_PENDING,3,
NACL,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,BANK_VALIDATION_PENDING,25,
NACL,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,BANK_VALIDATION_PENDING,9,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,BANK_VALIDATION_PENDING,15,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,BANK_VALIDATION_PENDING,14,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,BANK_VALIDATION_PENDING,21,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,BANK_VALIDATION_PENDING,19,
FULLERTON,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,BANK_VERIFICATION_FAILURE,31,
FULLERTON,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,BANK_VERIFICATION_FAILURE,33,
MFL,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,BANK_VERIFICATION_FAILURE,2,
MFL,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,BANK_VERIFICATION_FAILURE,2,
NACL,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,BANK_VERIFICATION_FAILURE,5,
NACL,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,BANK_VERIFICATION_FAILURE,2,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,BANK_VERIFICATION_FAILURE,5,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,BANK_VERIFICATION_FAILURE,3,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,BANK_VERIFICATION_FAILURE,4,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,BANK_VERIFICATION_FAILURE,6,
PYFL,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,FETCH_SETTLEMENT_ACCOUNT,1,
PYFL,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,FETCH_SETTLEMENT_ACCOUNT,2,
FULLERTON,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,FETCH_SETTLEMENT_BANK_ACCOUNT,3,
FULLERTON,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,FETCH_SETTLEMENT_BANK_ACCOUNT,3,
MFL,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,FETCH_SETTLEMENT_BANK_ACCOUNT,1,
NACL,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,FETCH_SETTLEMENT_BANK_ACCOUNT,1,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),9,BRE2 completed,FETCH_SETTLEMENT_BANK_ACCOUNT,2,
KSF,1.MTD,Fresh,Flow1(Auto),9,BRE2 completed,LENDER_KYC_VALIDATE_INIT,5,
