lender,month_start,product_type,isautoleadcreated,major_index,original_major_stage,sub_stage,Leads,Stuck%
NACL,1.MTD,Fresh,,7,Selfie uploaded,INITIATE_KYC,34,
PIRAMAL AA,1.MTD,Fresh,,6,Child Lead Created,LENDER_APPICATION_CREATE_INITIATED,1,
PYFL,1.MTD,Fresh,,13,Application submitted by user,INITIATE_SETTLEMENT_ACCOUNT_NAME_MATCH_QC_DOC_UPLOAD,35,
PIRAMAL AA,1.MTD,Fresh,,12,Mandate done,LMS_LAN_CREATE_INITIATE,7,
TCL,1.MTD,Fresh,,7,Selfie uploaded,INITIATE_MULTIMODE_KYC,150,
TCL,1.MTD,Fresh,,12,Mandate done,VKYC_REQUIRED,14,
TCL,1.MTD,Fresh,,12,Mandate done,AWAIT_LOAN_AGREEMENT_SIGNING,7,
NACL,1.MTD,Fresh,,14,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,194,
FULLERTON_BUREAU,1.MTD,Fresh,,13,Application submitted by user,LOAN_QC_REJECTED,23,
NACL,1.MTD,Fresh,,8,KYC completed,BRE2_FAILURE,191,
KSF,1.MTD,Fresh,,13,Application submitted by user,LENDER_AUDIT_TRAIL_UPLOAD_INIT,6,
TCL,1.MTD,Fresh,,7,Selfie uploaded,KYC_INITIATED_SEARCH_BY_AADHAR,6,
,1.MTD,Fresh,,4,BRE1 completed,MARKETPLACE_INPUT_REQUIRED,159882,
FULLERTON_BUREAU,1.MTD,Fresh,,9,BRE2 completed,MAQUETTE_FRAUD_CHECK_FAILURE,21,
FULLERTON,1.MTD,Fresh,,7,Selfie uploaded,KYC_INITIATED,2,
KSF,1.MTD,Fresh,,8,KYC completed,LENDER_BRE_INITIATED,21,
PIRAMAL AA,1.MTD,Fresh,,7,Selfie uploaded,LENDER_BRE1_INIT,3,
,1.MTD,Fresh,,2,Workable leads,BUREAU_INIT,39,
NACL,1.MTD,Fresh,,13,Application submitted by user,QC_REJECTED,2,
FULLERTON,1.MTD,Fresh,,13,Application submitted by user,LIS_DATA_UPDATE_REQUEST_SUCCESS,2,
SHRIRAM,1.MTD,Fresh,,14,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,510,
KSF,1.MTD,Fresh,,7,Selfie uploaded,KYC_EXPIRED,3,
MFL,1.MTD,Fresh,,13,Application submitted by user,DIY_FI_REQUIRED,1,
PYFL,1.MTD,Fresh,,7,Selfie uploaded,AWAIT_LENDER_APP_DROP,4,
SHRIRAM,1.MTD,Fresh,,13,Application submitted by user,LOAN_APPLICATION_REJECTED,180,
FULLERTON_BUREAU,1.MTD,Fresh,,13,Application submitted by user,QC_REJECTED,1,
FULLERTON_BUREAU,1.MTD,Fresh,,2,Workable leads,PAN_DEDUPE_FAILED,1,
FULLERTON,1.MTD,Fresh,,6,Child_Lead_Created,EMAIL_VERIFICATION_REQUIRED_V2,6,
,1.MTD,Fresh,,5,Marketplace Offer Selected,OE_LEAD_CREATION_SUCCESS,34848,
SHRIRAM,1.MTD,Fresh,,9,BRE2 completed,MAQUETTE_FRAUD_CHECK_FAILURE,87,
FULLERTON,1.MTD,Fresh,,13,Application submitted by user,SETTLEMENT_BANK_QC_DOC_RE_UPLOAD_REQUIRED,5,
FULLERTON_BUREAU,1.MTD,Fresh,,13,Application submitted by user,RE_SUBMIT_SETTLEMENT_BANK,1,
PYFL,1.MTD,Fresh,,12,Mandate done,INITIATE_DISBURSAL_ACCOUNT_NAME_MATCH_QC_DOC_UPLOAD,28,
FULLERTON,1.MTD,Fresh,,8,KYC completed,KYC_COMPLETED,1,
TCL,1.MTD,Fresh,,6,Child Lead Created,AWAIT_SELFIE,369,
TCL,1.MTD,Fresh,,11,Review submit,EMANDATE_REQUIRED,34,
NACL,1.MTD,Fresh,,13,Application submitted by user,LOAN_APPLICATION_ON_HOLD,1,
,1.MTD,Fresh,,2,Workable leads,BUREAU_PULL_FAILED,59,
PYFL,1.MTD,Fresh,,13,Application submitted by user,DIY_FI_REQUIRED,10,
PIRAMAL,1.MTD,Fresh,,11,Review submit,EMANDATE_REQUIRED,143,
PIRAMAL AA,1.MTD,Fresh,,8,KYC completed,AWAIT_OFFER_ACCEPT,177,
SHRIRAM,1.MTD,Fresh,,13,Application submitted by user,BUSINESS_APPROVAL_AWAITED,151,
KSF,1.MTD,Fresh,,6,Child Lead Created,LENDER_PAN_DEDUP_FAILED,31,
SHRIRAM,1.MTD,Fresh,,13,Application submitted by user,QC_REJECTED,7,
KSF,1.MTD,Fresh,,7,Selfie uploaded,SELFIE_RE_UPLOAD,52,
TCL,1.MTD,Fresh,,13,Application submitted by user,LMS_PDC_CHECK_INITIATE,2,
SHRIRAM,1.MTD,Fresh,,8,KYC completed,BRE2_REQUESTED,2,
NACL,1.MTD,Fresh,,7,Selfie uploaded,KYC_SELFIE_UPLOADED,38,
FULLERTON_BUREAU,1.MTD,Fresh,,6,Child_Lead_Created,KYC_IN_PROGRESS,366,
KSF,1.MTD,Fresh,,9,BRE2 completed,LENDER_KYC_VALIDATION_REJECTED,41,
PYFL,1.MTD,Fresh,,13,Application submitted by user,DIY_FI_DOC_UPLOADED,59,
TCL,1.MTD,Fresh,,8,KYC completed,LENDER_BRE_INITIATED,1,
PYFL,1.MTD,Fresh,,13,Application submitted by user,FI_ON_HOLD,1,
PYFL,1.MTD,Fresh,,13,Application submitted by user,FI_REJECTED,2,
MFL,1.MTD,Fresh,,13,Application submitted by user,QC_ACTION_PENDING,1,
NACL,1.MTD,Fresh,,14,Submit to LMS,LMS_CALLBACK_REJECTED,3,
NACL,1.MTD,Fresh,,13,Application submitted by user,BANK_QC_DOC_RE_UPLOAD_REQUIRED,1,
KSF,1.MTD,Fresh,,8,KYC completed,LENDER_GMV_UPLOAD_INIT,71,
FULLERTON,1.MTD,Fresh,,10,Disbursal acc verified,BANKING_ACTION_DONE,887,
NACL,1.MTD,Fresh,,7,Selfie uploaded,KYC_FAILED,315,
KSF,1.MTD,Fresh,,13,Application submitted by user,FI_REJECTED,3,
NACL,1.MTD,Fresh,,9,BRE2 completed,MAQUETTE_FRAUD_CHECK_FAILURE,24,
FULLERTON,1.MTD,Fresh,,12,Mandate done,INITIATE_MOB_TO_UDYAM_REQUEST,1,
FULLERTON_BUREAU,1.MTD,Fresh,,11,Review submit,LUP_CREATION_SUCCESS,1,
FULLERTON,1.MTD,Fresh,,9,BRE2 completed,BANK_VALIDATION_PENDING,155,
TCL,1.MTD,Fresh,,6,Child_Lead_Created,ML_CHILD_LEAD_CREATED,86,
TCL,1.MTD,Fresh,,14,Submit to LMS,LOAN_DISBURSEMENT_INITIATED,38,
PYFL,1.MTD,Fresh,,13,Application submitted by user,QC_REJECTED,3,
KSF,1.MTD,Fresh,,13,Application submitted by user,LENDER_DOC_UPLOAD_IN_PROGRESS_KFS_LETTER,41,
PIRAMAL,1.MTD,Fresh,,13,Application submitted by user,LOAN_QC_REJECTED,83,
NACL,2.LMTD,Fresh,,13,Application submitted by user,LENDER_MVR_SHARING_INIT_FAILURE,20,
KSF,2.LMTD,Fresh,,6,Child Lead Created,BANK_NAME_MATCH,10,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,LENDER_DOCUMENT_UPLOAD_SUCCESS,35,
TCL,2.LMTD,Fresh,,6,Child Lead Created,BANK_NAME_MATCH_FAILED,1,
FULLERTON,2.LMTD,Fresh,,14,Submit to LMS,LMS_CALLBACK_REJECTED,27,
NACL,2.LMTD,Fresh,,13,Application submitted by user,LUP_CREATION_SUCCESS,1,
FULLERTON,2.LMTD,Fresh,,9,BRE2 completed,BANK_VALIDATION_FAILURE2,8,
PIRAMAL,2.LMTD,Fresh,,9,BRE2 completed,BANK_VERIFICATION_FAILURE,6,
PIRAMAL,2.LMTD,Fresh,,13,Application submitted by user,PREDISBURSAL_FAILED,1,
PIRAMAL,2.LMTD,Fresh,,9,BRE2 completed,BANK_VALIDATION_PENDING,17,
KSF,2.LMTD,Fresh,,14,Submit to LMS,LMS_PDC_CHECK_INITIATE,165,
FULLERTON_BUREAU,2.LMTD,Fresh,,7,Selfie uploaded,KYC_SELFIE_UPLOADED,8,
TCL,2.LMTD,Fresh,,7,Selfie uploaded,KYC_INITIATED_SEARCH_BY_PAN,38,
TCL,2.LMTD,Fresh,,7,Selfie uploaded,KYC_INITIATED_DIGILOCKER,3,
PYFL,2.LMTD,Fresh,,6,Child Lead Created,AWAIT_SELFIE,903,
,2.LMTD,Fresh,,2,Workable leads,RE_INITIATE_BUREAU,6,
KSF,2.LMTD,Fresh,,12,Mandate done,VKYC_REQUIRED,89,
PYFL,2.LMTD,Fresh,,13,Application submitted by user,LENDER_GMV_UPLOAD_INIT,5,
NACL,2.LMTD,Fresh,,13,Application submitted by user,LENDER_OFFER_EXPIRED,1,
KSF,2.LMTD,Fresh,,12,Mandate done,AGENT_APPROVED,1,
SHRIRAM,2.LMTD,Fresh,,9,BRE2 completed,BANK_VALIDATION_FAILURE2,49,
FULLERTON,2.LMTD,Fresh,,9,BRE2 completed,MAQUETTE_FRAUD_CHECK_FAILURE,159,
SHRIRAM,2.LMTD,Fresh,,13,Application submitted by user,BANK_QC_DOC_RE_UPLOAD_REQUIRED,4,
PIRAMAL,2.LMTD,Fresh,,7,Selfie uploaded,KYC_SELFIE_REUPLOAD_REQUIRED,5,
PYFL,2.LMTD,Fresh,,7,Selfie uploaded,INITIATE_MULTIMODE_KYC,428,
PYFL,2.LMTD,Fresh,,7,Selfie uploaded,KYC_INITIATED_SEARCH_BY_PAN,5,
PYFL,2.LMTD,Fresh,,12,Mandate done,LENDER_BANK_DETAILS_SHARING_INITIATED,11,
KSF,2.LMTD,Fresh,,6,Child Lead Created,PENNY_DROP_FAILED,3,
PIRAMAL AA,2.LMTD,Fresh,,9,BRE2 completed,EMANDATE_REQUIRED,14,
FULLERTON_BUREAU,2.LMTD,Fresh,,8,KYC completed,BRE2_FAILURE,2,
PYFL,2.LMTD,Fresh,,13,Application submitted by user,FI_AWAITED,10,
PYFL,2.LMTD,Fresh,,14,Submit to LMS,LMS_PDC_CHECK_INITIATE,68,
TCL,2.LMTD,Fresh,,6,Child Lead Created,BANK_NAME_MATCH,2,
FULLERTON_BUREAU,2.LMTD,Fresh,,13,Application submitted by user,LENDER_DOCUMENT_UPLOAD_SUCCESS,2,
KSF,2.LMTD,Fresh,,14,Submit to LMS,LOAN_DISBURSEMENT_FAILURE,1,
NACL,2.LMTD,Fresh,,9,BRE2 completed,BANK_VERIFICATION_FAILURE,5,
,2.LMTD,Fresh,,5,Marketplace Offer Selected,MARKETPLACE_OFFER_SELECTED,12,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,PREDISBURSAL_FAILED,1,
,2.LMTD,Fresh,,3,Bureau pull success,BRE1_FAILED,130569,
PYFL,2.LMTD,Fresh,,7,Selfie uploaded,AWAIT_LENDER_APP_CREATE,2,
KSF,2.LMTD,Fresh,,8,KYC completed,KYC_PINCODE_NOT_SERVICEABLE,86,
,2.LMTD,Fresh,,5,Marketplace Offer Selected,CHILD_LEAD_CREATION_LIMIT_REACHED,3073,
NACL,2.LMTD,Fresh,,2,Workable leads,PAN_DEDUPE_FAILED,1,
NACL,2.LMTD,Fresh,,13,Application submitted by user,RE_SUBMIT_SETTLEMENT_BANK,1,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,BANK_QC_DOC_RE_UPLOAD_REQUIRED,9,
,2.LMTD,Fresh,,4,BRE1 completed,MARKETPLACE_OFFER_EXPIRED,21091,
KSF,2.LMTD,Fresh,,13,Application submitted by user,FI_ON_HOLD,44,
PIRAMAL,2.LMTD,Fresh,,10,Disbursal acc verified,KYB_FETCH_MPA_SUCCESS,82,
PYFL,2.LMTD,Fresh,,8,KYC completed,LENDER_BRE_RETRY,14,
PYFL,2.LMTD,Fresh,,14,Submit to LMS,FETCH_DOC_INIT_SUCCESS,2,
TCL,2.LMTD,Fresh,,10,Disbursal acc verified,AWAIT_OFFER_ACCEPT,51,
SHRIRAM,2.LMTD,Fresh,,6,Child_Lead_Created,KYC_SELFIE_REQUIRED,408,
PYFL,2.LMTD,Fresh,,14,Submit to LMS,LMS_FETCH_DOCUMENTS_INIT,3,
TCL,2.LMTD,Fresh,,15,Disbursed,LOAN_DISBURSEMENT_COMPLETED,224,
TCL,2.LMTD,Fresh,,12,Mandate done,LENDER_LEAD_UPDATE_UPDATE_VKYC_DETAILS,1,
FULLERTON_BUREAU,2.LMTD,Fresh,,13,Application submitted by user,LOAN_APPLICATION_ON_HOLD,1,
SHRIRAM,2.LMTD,Fresh,,8,KYC completed,BRE2_LOAN_OFFER_UPDATED,28,
NACL,2.LMTD,Fresh,,13,Application submitted by user,BUSINESS_APPROVAL_AWAITED,2,
FULLERTON,2.LMTD,Fresh,,9,BRE2 completed,BANK_VERIFICATION_FAILURE,31,
KSF,2.LMTD,Fresh,,9,BRE2 completed,LENDER_KYC_VALIDATE_INIT,2,
PIRAMAL,2.LMTD,Fresh,,6,Child_Lead_Created,LIS_CREATE_APPLICATION_SUCCESS,20,
,2.LMTD,Fresh,,5,Marketplace Offer Selected,LO_LEAD_CREATION_SUCCESS,20506,
PIRAMAL,2.LMTD,Fresh,,4,BRE1 completed,LOM_LRE_MIGRATION_INITIATED,1,
PYFL,2.LMTD,Fresh,,7,Selfie uploaded,SELFIE_RE_UPLOAD,25,
SHRIRAM,2.LMTD,Fresh,,9,BRE2 completed,BANK_VERIFICATION_FAILURE,15,
PYFL,2.LMTD,Fresh,,11,Review submit,EMANDATE_REQUIRED,335,
KSF,2.LMTD,Fresh,,7,Selfie uploaded,INITIATE_MULTIMODE_KYC,1717,
SHRIRAM,2.LMTD,Fresh,,13,Application submitted by user,DIY_FI_DOC_UPLOADED,2,
PYFL,2.LMTD,Fresh,,7,Selfie uploaded,LEAD_REJECTED,1,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,RE_SUBMIT_SETTLEMENT_BANK,8,
PIRAMAL,2.LMTD,Fresh,,13,Application submitted by user,DIY_FI_DOC_UPLOADED,1,
TCL,2.LMTD,Fresh,,12,Mandate done,AUDITOR_REJECTED,1,
PIRAMAL,2.LMTD,Fresh,,13,Application submitted by user,LOAN_APPLICATION_ON_HOLD,9,
PIRAMAL AA,2.LMTD,Fresh,,12,Mandate done,LOAN_DISBURSEMENT_INITIATED,17,
SHRIRAM,2.LMTD,Fresh,,13,Application submitted by user,DIY_FI_REQUIRED,4,
FULLERTON,2.LMTD,Fresh,,12,Mandate done,BANK_QC_DOC_UPLOAD_REQUIRED,4,
NACL,2.LMTD,Fresh,,3,Bureau pull success,OFFER_RANKING_INITIATED,1,
FULLERTON_BUREAU,2.LMTD,Fresh,,13,Application submitted by user,LIS_DATA_UPDATE_FAILED,30,
MFL,2.LMTD,Fresh,,14,Submit to LMS,LMS_CALLBACK_REJECTED,2,
SHRIRAM,2.LMTD,Fresh,,13,Application submitted by user,LOAN_APPLICATION_ON_HOLD,14,
TCL,2.LMTD,Fresh,,13,Application submitted by user,LENDER_LEAD_UPDATE_UPDATE_BP_DETAILS,3,
TCL,2.LMTD,Fresh,,8,KYC completed,LENDER_BRE_REJECTED,27,
PYFL,2.LMTD,Fresh,,13,Application submitted by user,INITIATE_SETTLEMENT_ACCOUNT_NAME_MATCH_QC_DOC_REUPLOAD,5,
NACL,2.LMTD,Fresh,,13,Application submitted by user,LOAN_QC_REJECTED,44,
KSF,2.LMTD,Fresh,,7,Selfie uploaded,SELFIE_CAPTURED,1,
FULLERTON,2.LMTD,Fresh,,6,Child_Lead_Created,KYC_IN_PROGRESS,3221,
NACL,2.LMTD,Fresh,,13,Application submitted by user,LENDER_GMV_SHARING_INITIATED,2,
,2.LMTD,Fresh,,2,Workable leads,PAN_DEDUPE_FAILED,6630,
PIRAMAL,2.LMTD,Fresh,,8,KYC completed,BRE2_FAILURE,1,
FULLERTON,2.LMTD,Fresh,,11,Review submit,EMANDATE_REQUIRED,848,
PYFL,2.LMTD,Fresh,,6,Child Lead Created,SERVICIBILITY_CHECK,1,
SHRIRAM,2.LMTD,Fresh,,11,Review submit,EMANDATE_REQUIRED,130,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,PAN_QC_DOC_RE_UPLOAD_REQUIRED,3,
FULLERTON,2.LMTD,Fresh,,12,Mandate done,PAN_QC_DOC_UPLOAD_REQUIRED,2,
FULLERTON_BUREAU,2.LMTD,Fresh,,8,KYC completed,SERVICEABILITY_REJECTED,5,
KSF,2.LMTD,Fresh,,7,Selfie uploaded,KYC_REJECTED,60,
MFL,2.LMTD,Fresh,,14,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,4,
PIRAMAL AA,2.LMTD,Fresh,,13,Application submitted by user,LOAN_DISBURSEMENT_COMPLETED,680,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,QC_REJECTED,8,
SHRIRAM,2.LMTD,Fresh,,7,Selfie uploaded,KYC_INITIATED,7,
,2.LMTD,Fresh,,2,Workable leads,LEAD_CREATE,2,
PYFL,2.LMTD,Fresh,,14,Submit to LMS,LOAN_DISBURSEMENT_INITIATED,18,
MFL,2.LMTD,Fresh,,7,Selfie uploaded,KYC_FAILED,3,
PIRAMAL AA,2.LMTD,Fresh,,10,Disbursal acc verified,ESIGN_INITIATE,20,
KSF,2.LMTD,Fresh,,14,Submit to LMS,LOAN_DISBURSEMENT_INITIATED,22,
PYFL,2.LMTD,Fresh,,7,Selfie uploaded,LENDER_APP_CREATE_FAILED,1,
SHRIRAM,2.LMTD,Fresh,,7,Selfie uploaded,KYC_SELFIE_REUPLOAD_REQUIRED,10,
PYFL,2.LMTD,Fresh,,8,KYC completed,LENDER_BRE_REJECTED,19,
PIRAMAL AA,2.LMTD,Fresh,,11,Review submit,LENDER_DOC_UPLOAD_IN_PROGRESS_FI_REPORT,3,
FULLERTON_BUREAU,2.LMTD,Fresh,,9,BRE2 completed,BANK_VALIDATION_PENDING,1,
PIRAMAL AA,2.LMTD,Fresh,,9,BRE2 completed,SETTLEMENT_BANK_UPDATE_REQUIRED,3,
PIRAMAL AA,2.LMTD,Fresh,,6,Child Lead Created,SELFIE_RE_UPLOAD,1,
PYFL,2.LMTD,Fresh,,13,Application submitted by user,QC_ACTION_PENDING,1,
FULLERTON_BUREAU,2.LMTD,Fresh,,11,Review submit,EMANDATE_REQUIRED,42,
TCL,2.LMTD,Fresh,,12,Mandate done,MOBILE_VERIFICATION_INITIATED,1,
NACL,2.LMTD,Fresh,,9,BRE2 completed,BANK_VALIDATION_FAILURE2,2,
TCL,2.LMTD,Fresh,,7,Selfie uploaded,KYC_REJECTED,1,
FULLERTON_BUREAU,2.LMTD,Fresh,,13,Application submitted by user,LMS_SUBMIT_APPLICATION_FAILED,1,
PYFL,2.LMTD,Fresh,,13,Application submitted by user,ACCEPT_OFFER_INIT,1,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,LOAN_QC_REJECTED,379,
PIRAMAL,2.LMTD,Fresh,,14,Submit to LMS,LMS_CALLBACK_REJECTED,33,
KSF,2.LMTD,Fresh,,14,Submit to LMS,LMS_LAN_CREATE_INITIATE,8,
SHRIRAM,2.LMTD,Fresh,,8,KYC completed,BRE2_FAILURE,11,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,LOAN_APPLICATION_REJECTED,752,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,LOAN_APPLICATION_ON_HOLD,27,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,BUSINESS_APPROVAL_AWAITED,9,
KSF,2.LMTD,Fresh,,8,KYC completed,LENDER_BRE_REJECTED,344,
KSF,2.LMTD,Fresh,,12,Mandate done,AUDITOR_REJECTED,3,
PYFL,2.LMTD,Fresh,,13,Application submitted by user,INITIATE_DISBURSAL_ACCOUNT_NAME_MATCH_QC_DOC_REUPLOAD,1,
FULLERTON,2.LMTD,Fresh,,3,Bureau pull success,OFFER_RANKING_INITIATED,1,
SHRIRAM,2.LMTD,Fresh,,7,Selfie uploaded,KYC_FAILED,2,
PIRAMAL,2.LMTD,Fresh,,13,Application submitted by user,LOAN_APPLICATION_REJECTED,112,
FULLERTON,2.LMTD,Fresh,,2,Workable leads,PAN_DEDUPE_FAILED,3,
TCL,2.LMTD,Fresh,,6,Child Lead Created,LENDER_LEAD_UPDATE_UPDATE_PRE_KYC_DETAILS,12,
PYFL,2.LMTD,Fresh,,9,BRE2 completed,LENDER_BANK_SHARING_INITIATED,1,
NACL,2.LMTD,Fresh,,13,Application submitted by user,SETTLEMENT_BANK_QC_DOC_RE_UPLOAD_REQUIRED,3,
NACL,2.LMTD,Fresh,,13,Application submitted by user,DIY_FI_REQUIRED,1,
PIRAMAL AA,2.LMTD,Fresh,,8,KYC completed,AA_REQUIRED,91,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,QC_ACTION_PENDING,2,
PIRAMAL,2.LMTD,Fresh,,2,Workable leads,PAN_DEDUPE_FAILED,1,
SHRIRAM,2.LMTD,Fresh,,13,Application submitted by user,SETTLEMENT_BANK_QC_DOC_RE_UPLOAD_REQUIRED,5,
FULLERTON_BUREAU,2.LMTD,Fresh,,14,Submit to LMS,LMS_CALLBACK_REJECTED,2,
KSF,2.LMTD,Fresh,,7,Selfie uploaded,KYC_INITIATED_DIGILOCKER,32,
,2.LMTD,Fresh,,3,Bureau pull success,BRE1_INITIATE,3,
PYFL,2.LMTD,Fresh,,10,Disbursal acc verified,AWAIT_OFFER_ACCEPT,209,
PIRAMAL,2.LMTD,Fresh,,6,Child_Lead_Created,KYC_SELFIE_REQUIRED,554,
FULLERTON_BUREAU,2.LMTD,Fresh,,13,Application submitted by user,LOAN_APPLICATION_REJECTED,3,
KSF,2.LMTD,Fresh,,6,Child Lead Created,BANK_NAME_MATCH_FAILED,2,
MFL,2.LMTD,Fresh,,8,KYC completed,BRE2_FAILURE,25,
TCL,2.LMTD,Fresh,,6,Child Lead Created,LENDER_PAN_AADHAR_LINKAGE_FAILED,14,
NACL,2.LMTD,Fresh,,9,BRE2 completed,BANK_VALIDATION_PENDING,11,
MFL,2.LMTD,Fresh,,6,Child_Lead_Created,KYC_SELFIE_REQUIRED,79,
,2.LMTD,Fresh,,5,Marketplace Offer Selected,LRE_RESET_MARKETPLACE_INPUT_REQUIRED,3758,
FULLERTON,2.LMTD,Fresh,,14,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,79,
PYFL,2.LMTD,Fresh,,14,Submit to LMS,LMS_LAN_CREATE_INITIATE,6,
MFL,2.LMTD,Fresh,,12,Mandate done,MAQUETTE_FRAUD_CHECK_FAILURE,10,
PIRAMAL,2.LMTD,Fresh,,14,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,28,
FULLERTON,2.LMTD,Fresh,,8,KYC completed,BRE2_REQUESTED,1,
NACL,2.LMTD,Fresh,,13,Application submitted by user,DIY_FI_DOC_UPLOADED,1,
NACL,2.LMTD,Fresh,,10,Disbursal acc verified,LOAN_AGREEMENT_PENDING,63,
NACL,2.LMTD,Fresh,,11,Review submit,EMANDATE_REQUIRED,76,
FULLERTON_BUREAU,2.LMTD,Fresh,,7,Selfie uploaded,KYC_FAILED,2,
SHRIRAM,2.LMTD,Fresh,,15,Disbursed,BUSINESS_PROOF_QC_ACTION_PENDING,127,
MFL,2.LMTD,Fresh,,15,Disbursed,BUSINESS_PROOF_QC_ACTION_PENDING,28,
TCL,2.LMTD,Fresh,,6,Child Lead Created,SELFIE_RE_UPLOAD,2,
PYFL,2.LMTD,Fresh,,10,Disbursal acc verified,LENDER_KYC_CONFIRMATION_IN_PROGRESS,2,
KSF,2.LMTD,Fresh,,10,Disbursal acc verified,AWAIT_OFFER_ACCEPT,423,
PYFL,2.LMTD,Fresh,,7,Selfie uploaded,KYC_INITIATED_DIGILOCKER,10,
KSF,2.LMTD,Fresh,,13,Application submitted by user,FI_AWAITED,17,
NACL,2.LMTD,Fresh,,13,Application submitted by user,LOAN_APPLICATION_REJECTED,58,
KSF,2.LMTD,Fresh,,13,Application submitted by user,DIY_FI_DOC_UPLOADED,8,
NACL,2.LMTD,Fresh,,13,Application submitted by user,UC_IN_PROGRESS,1,
PIRAMAL AA,2.LMTD,Fresh,,7,Selfie uploaded,KYC_FAILED,12,
FULLERTON_BUREAU,2.LMTD,Fresh,,10,Disbursal acc verified,BANKING_ACTION_DONE,5,
TCL,2.LMTD,Fresh,,14,Submit to LMS,LOAN_DISBURSEMENT_FAILURE,1,
NACL,2.LMTD,Fresh,,12,Mandate done,BUSINESS_PROOF_DOCUMENT_REQUIRED,1,
FULLERTON,2.LMTD,Fresh,,7,Selfie uploaded,KYC_SELFIE_REUPLOAD_REQUIRED,73,
TCL,2.LMTD,Fresh,,13,Application submitted by user,LENDER_MVR_UPLOAD_INIT,8,
KSF,2.LMTD,Fresh,,13,Application submitted by user,DIY_FI_REQUIRED,18,
NACL,2.LMTD,Fresh,,7,Selfie uploaded,KYC_SELFIE_REUPLOAD_REQUIRED,14,
PIRAMAL,2.LMTD,Fresh,,13,Application submitted by user,BUSINESS_APPROVAL_AWAITED,2,
TCL,2.LMTD,Fresh,,8,KYC completed,KYC_PINCODE_NOT_SERVICEABLE,12,
NACL,2.LMTD,Fresh,,12,Mandate done,BANK_QC_DOC_UPLOAD_REQUIRED,1,
SHRIRAM,2.LMTD,Fresh,,13,Application submitted by user,LOAN_QC_REJECTED,101,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,DIY_FI_REQUIRED,17,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,DIY_FI_DOC_UPLOADED,1,
SHRIRAM,2.LMTD,Fresh,,10,Disbursal acc verified,BANKING_ACTION_DONE,193,
TCL,2.LMTD,Fresh,,8,KYC completed,LENDER_LEAD_UPDATE_UPDATE_POST_KYC_DETAILS,15,
FULLERTON,2.LMTD,Fresh,,8,KYC completed,BRE2_FAILURE,8,
SHRIRAM,2.LMTD,Fresh,,7,Selfie uploaded,LENDER_CREATE_APPLICATION_SUCCESS,362,
,2.LMTD,Fresh,,2,Workable leads,BUREAU_OTP_REQUIRED_WITH_SKIP_OTP,1,
SHRIRAM,2.LMTD,Fresh,,13,Application submitted by user,QC_ACTION_PENDING,1,
KSF,2.LMTD,Fresh,,11,Review submit,EMANDATE_REQUIRED,805,
SHRIRAM,2.LMTD,Fresh,,14,Submit to LMS,LMS_CALLBACK_REJECTED,28,
MFL,2.LMTD,Fresh,,13,Application submitted by user,LOAN_APPLICATION_REJECTED,43,
FULLERTON_BUREAU,2.LMTD,Fresh,,13,Application submitted by user,DIY_FI_REQUIRED,1,
PIRAMAL,2.LMTD,Fresh,,8,KYC completed,LAS_KYC_AUDIT_FAILURE,2,
KSF,2.LMTD,Fresh,,12,Mandate done,LENDER_BANK_DETAILS_SHARING_INITIATED,13,
FULLERTON,2.LMTD,Fresh,,7,Selfie uploaded,KYC_FAILED,90,
NACL,2.LMTD,Fresh,,6,Child_Lead_Created,KYC_SELFIE_REQUIRED,283,
FULLERTON,2.LMTD,Fresh,,7,Selfie uploaded,KYC_SELFIE_UPLOADED,169,
KSF,2.LMTD,Fresh,,6,Child Lead Created,AWAIT_SELFIE,1838,
PYFL,2.LMTD,Fresh,,9,BRE2 completed,ADD_BANK,43,
PYFL,2.LMTD,Fresh,,7,Selfie uploaded,KYC_INITIATED_OFFLINE_AADHAAR,3,
,2.LMTD,Fresh,,5,Marketplace Offer Selected,BUREAU_PROGRAM_TYPE,175,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,LMS_SUBMIT_APPLICATION_FAILED,6,
PYFL,2.LMTD,Fresh,,15,Disbursed,LOAN_DISBURSEMENT_COMPLETED,2213,
NACL,2.LMTD,Fresh,,7,Selfie uploaded,INITIATE_KYC,3,
